date,state,new_deaths_pneumonia_2019,new_deaths_pneumonia_2020,new_deaths_respiratory_failure_2019,new_deaths_respiratory_failure_2020,new_deaths_covid19,epidemiological_week_2019,epidemiological_week_2020,deaths_covid19,deaths_respiratory_failure_2019,deaths_respiratory_failure_2020,deaths_pneumonia_2019,deaths_pneumonia_2020
2020-02-18,AL,9,6,5,4,0,8,8,0,266,287,271,265
2020-02-18,AM,13,3,3,1,0,8,8,0,104,113,197,194
2020-02-18,AP,3,2,0,2,0,8,8,0,28,43,56,39
2020-02-18,BA,21,13,27,15,0,8,8,0,1137,1019,789,685
2020-02-18,CE,23,20,16,16,0,8,8,1,595,632,834,839
2020-02-18,DF,6,12,5,6,0,8,8,0,205,241,405,428
2020-02-18,ES,8,15,6,5,0,8,8,0,339,326,575,593
2020-02-18,GO,12,13,13,14,0,8,8,0,624,656,790,789
2020-02-18,MA,11,7,3,9,0,8,8,0,277,276,272,214
2020-02-18,MG,42,54,26,46,0,8,8,0,2127,2166,2557,2583
2020-02-18,MS,14,6,5,5,0,8,8,0,264,296,406,386
2020-02-18,MT,3,1,3,1,0,8,8,0,97,78,94,112
2020-02-18,PA,2,3,4,4,0,8,8,0,236,290,268,242
2020-02-18,PB,12,16,10,13,0,8,8,0,496,487,548,554
2020-02-18,PE,22,25,26,17,0,8,8,0,930,979,955,1003
2020-02-18,PI,5,4,4,4,0,8,8,0,375,300,286,248
2020-02-18,PR,19,30,14,18,0,8,8,0,910,879,1340,1352
2020-02-18,RJ,47,56,25,29,0,8,8,0,1734,1692,2806,2869
2020-02-18,RN,6,12,7,4,0,8,8,0,232,224,374,342
2020-02-18,RO,1,4,5,3,0,8,8,0,107,109,121,119
2020-02-18,RR,0,0,0,0,0,8,8,0,15,37,39,47
2020-02-18,RS,31,44,31,32,0,8,8,0,1367,1382,1614,1650
2020-02-18,SC,15,25,10,20,0,8,8,0,671,590,799,767
2020-02-18,SE,3,4,5,2,0,8,8,0,210,199,210,223
2020-02-18,SP,165,194,108,124,0,8,8,0,5767,5509,8932,8369
2020-02-18,TO,1,2,1,3,0,8,8,0,63,105,70,117
2020-02-19,AC,2,2,0,0,0,8,8,0,52,51,104,109
2020-02-19,AL,9,5,7,4,0,8,8,0,273,291,280,270
2020-02-19,AM,8,6,1,3,0,8,8,0,105,116,205,200
2020-02-19,AP,1,2,1,1,0,8,8,0,29,44,57,41
2020-02-19,BA,15,9,33,22,0,8,8,0,1170,1041,804,694
2020-02-19,CE,20,21,11,5,0,8,8,1,606,637,854,860
2020-02-19,DF,2,8,5,3,0,8,8,0,210,244,407,436
2020-02-19,ES,13,10,5,3,0,8,8,0,344,329,588,603
2020-02-19,GO,10,13,11,20,0,8,8,0,635,676,800,802
2020-02-19,MA,2,4,5,6,0,8,8,0,282,282,274,218
2020-02-19,MG,37,36,37,36,0,8,8,0,2164,2202,2594,2619
2020-02-19,MS,8,9,11,3,0,8,8,0,275,299,414,395
2020-02-19,MT,2,3,4,2,0,8,8,0,101,80,96,115
2020-02-19,PA,8,4,5,4,0,8,8,0,241,294,276,246
2020-02-19,PB,4,13,13,9,0,8,8,0,509,496,552,567
2020-02-19,PE,21,20,20,18,0,8,8,0,950,997,976,1023
2020-02-19,PI,4,2,3,9,0,8,8,0,378,309,290,250
2020-02-19,PR,30,33,17,13,0,8,8,0,927,892,1370,1385
2020-02-19,RJ,53,70,33,39,0,8,8,0,1767,1731,2859,2939
2020-02-19,RN,8,5,1,3,0,8,8,0,233,227,382,347
2020-02-19,RO,2,3,1,2,0,8,8,0,108,111,123,122
2020-02-19,RR,1,1,0,0,0,8,8,0,15,37,40,48
2020-02-19,RS,35,33,23,20,0,8,8,0,1390,1402,1649,1683
2020-02-19,SC,13,13,22,13,0,8,8,0,693,603,812,780
2020-02-19,SE,4,6,3,3,0,8,8,0,213,202,214,229
2020-02-19,SP,148,180,121,100,0,8,8,0,5888,5609,9080,8549
2020-02-19,TO,1,1,2,1,0,8,8,0,65,106,71,118
2020-02-20,AC,3,4,1,3,0,8,8,0,53,54,107,113
2020-02-20,AL,7,5,6,4,0,8,8,0,279,295,287,275
2020-02-20,AM,8,8,5,2,0,8,8,0,110,118,213,208
2020-02-20,AP,1,1,0,1,0,8,8,0,29,45,58,42
2020-02-20,BA,22,13,28,18,0,8,8,0,1198,1059,826,707
2020-02-20,CE,22,13,10,9,0,8,8,1,616,646,876,873
2020-02-20,DF,9,6,4,4,0,8,8,0,214,248,416,442
2020-02-20,ES,7,11,10,11,0,8,8,0,354,340,595,614
2020-02-20,GO,13,13,7,14,0,8,8,0,642,690,813,815
2020-02-20,MA,5,8,7,3,0,8,8,0,289,285,279,226
2020-02-20,MG,49,55,47,53,0,8,8,0,2211,2255,2643,2674
2020-02-20,MS,16,6,8,3,0,8,8,0,283,302,430,401
2020-02-20,MT,2,1,4,2,0,8,8,0,105,82,98,116
2020-02-20,PA,4,7,6,8,0,8,8,0,247,302,280,253
2020-02-20,PB,9,10,9,6,0,8,8,0,518,502,561,577
2020-02-20,PE,15,17,25,26,0,8,8,0,975,1023,991,1040
2020-02-20,PI,4,5,6,4,0,8,8,0,384,313,294,255
2020-02-20,PR,31,33,21,20,0,8,8,0,948,912,1401,1418
2020-02-20,RJ,53,63,32,35,0,8,8,0,1799,1766,2912,3002
2020-02-20,RN,6,9,5,5,0,8,8,0,238,232,388,356
2020-02-20,RO,1,2,3,1,0,8,8,0,111,112,124,124
2020-02-20,RR,4,1,0,0,0,8,8,0,15,37,44,49
2020-02-20,RS,36,15,26,19,0,8,8,0,1416,1421,1685,1698
2020-02-20,SC,16,22,15,18,0,8,8,0,708,621,828,802
2020-02-20,SE,4,7,4,2,0,8,8,0,217,204,218,236
2020-02-20,SP,156,177,121,125,0,8,8,0,6009,5734,9236,8726
2020-02-20,TO,0,1,0,2,0,8,8,0,65,108,71,119
2020-02-21,AC,3,0,1,0,0,8,8,0,54,54,110,113
2020-02-21,AL,7,8,6,4,0,8,8,0,285,299,294,283
2020-02-21,AM,6,4,4,0,0,8,8,0,114,118,219,212
2020-02-21,AP,1,1,0,1,0,8,8,0,29,46,59,43
2020-02-21,BA,15,11,25,21,0,8,8,0,1223,1080,841,718
2020-02-21,CE,17,21,15,17,0,8,8,1,631,663,893,894
2020-02-21,DF,9,10,7,4,0,8,8,0,221,252,425,452
2020-02-21,ES,8,12,3,4,0,8,8,0,357,344,603,626
2020-02-21,GO,11,16,15,8,0,8,8,0,657,698,824,831
2020-02-21,MA,0,5,3,6,0,8,8,0,292,291,279,231
2020-02-21,MG,52,47,44,47,0,8,8,0,2255,2302,2695,2721
2020-02-21,MS,9,6,9,5,0,8,8,0,292,307,439,407
2020-02-21,MT,1,2,3,1,0,8,8,0,108,83,99,118
2020-02-21,PA,2,7,0,7,0,8,8,0,247,309,282,260
2020-02-21,PB,8,9,6,8,0,8,8,0,524,510,569,586
2020-02-21,PE,26,22,20,29,0,8,8,0,995,1052,1017,1062
2020-02-21,PI,7,4,13,9,0,8,8,0,397,322,301,259
2020-02-21,PR,26,25,24,21,0,8,8,0,972,933,1427,1443
2020-02-21,RJ,46,57,37,49,0,8,8,0,1836,1815,2958,3059
2020-02-21,RN,11,4,4,3,0,8,8,0,242,235,399,360
2020-02-21,RO,1,2,2,1,0,8,8,0,113,113,125,126
2020-02-21,RR,1,2,0,0,0,8,8,0,15,37,45,51
2020-02-21,RS,36,31,26,36,0,8,8,0,1442,1457,1721,1729
2020-02-21,SC,9,16,16,16,0,8,8,0,724,637,837,818
2020-02-21,SE,2,3,5,6,0,8,8,0,222,210,220,239
2020-02-21,SP,156,190,102,100,0,8,8,0,6111,5834,9392,8916
2020-02-21,TO,1,6,3,4,0,8,8,0,68,112,72,125
2020-02-22,AC,0,0,1,0,0,8,8,0,55,54,110,113
2020-02-22,AL,2,7,3,7,0,8,8,0,288,306,296,290
2020-02-22,AM,8,6,5,3,0,8,8,0,119,121,227,218
2020-02-22,AP,2,0,1,0,0,8,8,0,30,46,61,43
2020-02-22,BA,17,13,21,16,0,8,8,0,1244,1096,858,731
2020-02-22,CE,22,18,24,16,0,8,8,1,655,679,915,912
2020-02-22,DF,10,7,5,2,0,8,8,0,226,254,435,459
2020-02-22,ES,12,13,4,9,0,8,8,0,361,353,615,639
2020-02-22,GO,18,17,18,16,0,8,8,0,675,714,842,848
2020-02-22,MA,9,4,8,2,0,8,8,0,300,293,288,235
2020-02-22,MG,61,41,57,41,0,8,8,0,2312,2343,2756,2762
2020-02-22,MS,9,12,7,6,0,8,8,0,299,313,448,419
2020-02-22,MT,3,2,4,0,0,8,8,0,112,83,102,120
2020-02-22,PA,7,3,6,3,0,8,8,0,253,312,289,263
2020-02-22,PB,11,14,11,14,0,8,8,0,535,524,580,600
2020-02-22,PE,17,16,17,17,0,8,8,0,1012,1069,1034,1078
2020-02-22,PI,8,5,15,11,0,8,8,0,412,333,309,264
2020-02-22,PR,20,29,18,13,0,8,8,0,990,946,1447,1472
2020-02-22,RJ,53,45,42,31,0,8,8,0,1878,1846,3011,3104
2020-02-22,RN,7,7,2,3,0,8,8,0,244,238,406,367
2020-02-22,RO,0,6,1,2,0,8,8,0,114,115,125,132
2020-02-22,RR,4,1,2,1,0,8,8,0,17,38,49,52
2020-02-22,RS,31,28,32,24,0,8,8,0,1474,1481,1752,1757
2020-02-22,SC,19,14,12,11,0,8,8,0,736,648,856,832
2020-02-22,SE,1,3,4,2,0,8,8,0,226,212,221,242
2020-02-22,SP,168,193,89,106,0,8,8,0,6200,5940,9560,9109
2020-02-22,TO,2,4,1,1,0,8,8,0,69,113,74,129
2020-02-23,AC,4,2,0,0,0,8,9,0,55,54,114,115
2020-02-23,AL,3,9,3,5,0,8,9,0,291,311,299,299
2020-02-23,AM,5,5,8,4,0,8,9,0,127,125,232,223
2020-02-23,AP,1,0,2,1,0,8,9,0,32,47,62,43
2020-02-23,BA,15,14,21,21,0,8,9,0,1265,1117,873,745
2020-02-23,CE,17,23,14,15,0,8,9,1,669,694,932,935
2020-02-23,DF,4,8,10,5,0,8,9,0,236,259,439,467
2020-02-23,ES,9,7,6,6,0,8,9,0,367,359,624,646
2020-02-23,GO,17,10,12,15,0,8,9,0,687,729,859,858
2020-02-23,MA,7,1,7,1,0,8,9,0,307,294,295,236
2020-02-23,MG,44,50,36,44,0,8,9,0,2348,2387,2800,2812
2020-02-23,MS,8,9,3,5,0,8,9,0,302,318,456,428
2020-02-23,MT,3,1,3,3,0,8,9,0,115,86,105,121
2020-02-23,PA,8,11,7,13,0,8,9,0,260,325,297,274
2020-02-23,PB,10,10,8,3,0,8,9,0,543,527,590,610
2020-02-23,PE,25,28,19,17,0,8,9,0,1031,1086,1059,1106
2020-02-23,PI,7,2,11,3,0,8,9,0,423,336,316,266
2020-02-23,PR,30,24,17,16,0,8,9,0,1007,962,1477,1496
2020-02-23,RJ,51,49,40,37,0,8,9,0,1918,1883,3062,3153
2020-02-23,RN,6,5,3,2,0,8,9,0,247,240,412,372
2020-02-23,RO,4,5,2,3,0,8,9,0,116,118,129,137
2020-02-23,RR,1,0,0,0,0,8,9,0,17,38,50,52
2020-02-23,RS,36,31,31,24,0,8,9,0,1505,1505,1788,1788
2020-02-23,SC,10,18,13,9,0,8,9,0,749,657,866,850
2020-02-23,SE,3,5,4,5,0,8,9,0,230,217,224,247
2020-02-23,SP,159,172,97,126,0,8,9,0,6297,6066,9719,9281
2020-02-23,TO,1,2,0,3,0,8,9,0,69,116,75,131
2020-02-24,AC,5,0,2,0,0,9,9,0,57,54,119,115
2020-02-24,AL,6,6,4,9,0,9,9,0,295,320,305,305
2020-02-24,AM,7,10,4,1,0,9,9,0,131,126,239,233
2020-02-24,AP,1,2,1,2,0,9,9,0,33,49,63,45
2020-02-24,BA,15,20,17,22,0,9,9,0,1282,1139,888,765
2020-02-24,CE,21,25,14,18,0,9,9,1,683,712,953,960
2020-02-24,DF,9,9,3,9,0,9,9,0,239,268,448,476
2020-02-24,ES,18,8,9,9,0,9,9,0,376,368,642,654
2020-02-24,GO,17,14,10,13,0,9,9,0,697,742,876,872
2020-02-24,MA,3,4,6,5,0,9,9,0,313,299,298,240
2020-02-24,MG,47,49,43,36,0,9,9,0,2391,2423,2847,2861
2020-02-24,MS,7,11,5,6,0,9,9,0,307,324,463,439
2020-02-24,MT,1,2,1,2,0,9,9,0,116,88,106,123
2020-02-24,PA,6,4,4,10,0,9,9,0,264,335,303,278
2020-02-24,PB,16,13,14,13,0,9,9,0,557,540,606,623
2020-02-24,PE,33,24,25,17,0,9,9,0,1056,1103,1092,1130
2020-02-24,PI,7,1,14,4,0,9,9,0,437,340,323,267
2020-02-24,PR,30,22,17,26,0,9,9,0,1024,988,1507,1518
2020-02-24,RJ,51,48,30,35,0,9,9,0,1948,1918,3113,3201
2020-02-24,RN,7,8,4,10,0,9,9,0,251,250,419,380
2020-02-24,RO,5,1,1,2,0,9,9,0,117,120,134,138
2020-02-24,RR,1,3,0,1,0,9,9,0,17,39,51,55
2020-02-24,RS,38,32,28,28,0,9,9,0,1533,1533,1826,1820
2020-02-24,SC,14,18,15,19,0,9,9,0,764,676,880,868
2020-02-24,SE,10,3,3,6,0,9,9,0,233,223,234,250
2020-02-24,SP,173,191,107,106,0,9,9,0,6404,6172,9892,9472
2020-02-24,TO,1,0,0,3,0,9,9,0,69,119,76,131
2020-02-25,AC,3,2,3,0,0,9,9,0,60,54,122,117
2020-02-25,AL,11,6,8,5,0,9,9,0,303,325,316,311
2020-02-25,AM,14,5,6,2,0,9,9,0,137,128,253,238
2020-02-25,AP,0,0,2,1,0,9,9,0,35,50,63,45
2020-02-25,BA,10,14,20,22,0,9,9,0,1302,1161,898,779
2020-02-25,CE,20,14,17,10,0,9,9,1,700,722,973,974
2020-02-25,DF,5,8,4,2,0,9,9,0,243,270,453,484
2020-02-25,ES,14,9,5,7,0,9,9,0,381,375,656,663
2020-02-25,GO,16,13,15,18,0,9,9,0,712,760,892,885
2020-02-25,MA,4,8,6,5,0,9,9,0,319,304,302,248
2020-02-25,MG,46,56,43,47,0,9,9,0,2434,2470,2893,2917
2020-02-25,MS,8,4,6,4,0,9,9,0,313,328,471,443
2020-02-25,MT,0,0,1,1,0,9,9,0,117,89,106,123
2020-02-25,PA,2,8,3,4,0,9,9,0,267,339,305,286
2020-02-25,PB,7,7,11,6,0,9,9,0,568,546,613,630
2020-02-25,PE,13,23,23,16,0,9,9,0,1079,1119,1105,1153
2020-02-25,PI,6,4,9,6,0,9,9,0,446,346,329,271
2020-02-25,PR,19,31,21,17,0,9,9,0,1045,1005,1526,1549
2020-02-25,RJ,53,62,33,48,0,9,9,0,1981,1966,3166,3263
2020-02-25,RN,11,7,4,5,0,9,9,0,255,255,430,387
2020-02-25,RO,2,2,4,5,0,9,9,0,121,125,136,140
2020-02-25,RR,1,1,0,0,0,9,9,0,17,39,52,56
2020-02-25,RS,37,40,21,32,0,9,9,0,1554,1565,1863,1860
2020-02-25,SC,10,13,9,13,0,9,9,0,773,689,890,881
2020-02-25,SE,5,7,3,4,0,9,9,0,236,227,239,257
2020-02-25,SP,197,178,119,104,0,9,9,0,6523,6276,10089,9650
2020-02-25,TO,0,1,2,1,0,9,9,0,71,120,76,132
2020-02-26,AC,2,4,1,2,0,9,9,0,61,56,124,121
2020-02-26,AL,11,6,7,8,0,9,9,0,310,333,327,317
2020-02-26,AM,6,5,0,4,0,9,9,0,137,132,259,243
2020-02-26,AP,1,0,0,0,0,9,9,0,35,50,64,45
2020-02-26,BA,19,11,23,14,0,9,9,0,1325,1175,917,790
2020-02-26,CE,15,28,15,24,0,9,9,1,715,746,988,1002
2020-02-26,DF,4,10,3,3,0,9,9,0,246,273,457,494
2020-02-26,ES,20,10,7,6,0,9,9,0,388,381,676,673
2020-02-26,GO,17,24,17,18,0,9,9,0,729,778,909,909
2020-02-26,MA,2,8,2,7,0,9,9,0,321,311,304,256
2020-02-26,MG,44,42,47,38,0,9,9,0,2481,2508,2937,2959
2020-02-26,MS,6,10,8,8,0,9,9,0,321,336,477,453
2020-02-26,MT,3,0,1,1,0,9,9,0,118,90,109,123
2020-02-26,PA,2,4,2,9,0,9,9,0,269,348,307,290
2020-02-26,PB,10,10,9,11,0,9,9,0,577,557,623,640
2020-02-26,PE,18,32,15,29,0,9,9,0,1094,1148,1123,1185
2020-02-26,PI,3,7,6,7,0,9,9,0,452,353,332,278
2020-02-26,PR,24,33,14,21,0,9,9,0,1059,1026,1550,1582
2020-02-26,RJ,40,62,28,37,0,9,9,0,2009,2003,3206,3325
2020-02-26,RN,7,7,4,5,0,9,9,0,259,260,437,394
2020-02-26,RO,8,1,5,1,0,9,9,0,126,126,144,141
2020-02-26,RR,0,2,0,0,0,9,9,0,17,39,52,58
2020-02-26,RS,25,27,15,39,0,9,9,0,1569,1604,1888,1887
2020-02-26,SC,17,19,9,16,0,9,9,0,782,705,907,900
2020-02-26,SE,8,4,4,5,0,9,9,0,240,232,247,261
2020-02-26,SP,179,188,137,121,0,9,9,0,6660,6397,10268,9838
2020-02-26,TO,1,2,1,2,0,9,9,0,72,122,77,134
2020-02-27,AC,5,3,1,0,0,9,9,0,62,56,129,124
2020-02-27,AL,7,4,9,3,0,9,9,0,319,336,334,321
2020-02-27,AM,5,4,3,4,0,9,9,0,140,136,264,247
2020-02-27,AP,1,3,1,0,0,9,9,0,36,50,65,48
2020-02-27,BA,19,18,30,22,0,9,9,0,1355,1197,936,808
2020-02-27,CE,12,23,11,15,0,9,9,1,726,761,1000,1025
2020-02-27,DF,8,10,4,5,0,9,9,0,250,278,465,504
2020-02-27,ES,13,8,10,5,0,9,9,0,398,386,689,681
2020-02-27,GO,14,14,16,5,0,9,9,0,745,783,923,923
2020-02-27,MA,7,4,6,5,0,9,9,0,327,316,311,260
2020-02-27,MG,50,45,34,34,0,9,9,0,2515,2542,2987,3004
2020-02-27,MS,9,5,4,9,0,9,9,0,325,345,486,458
2020-02-27,MT,1,4,3,1,0,9,9,0,121,91,110,127
2020-02-27,PA,8,8,7,3,0,9,9,0,276,351,315,298
2020-02-27,PB,7,7,9,9,0,9,9,0,586,566,630,647
2020-02-27,PE,24,21,24,19,0,9,9,0,1118,1167,1147,1206
2020-02-27,PI,5,7,14,2,0,9,9,0,466,355,337,285
2020-02-27,PR,34,29,18,12,0,9,9,0,1077,1038,1584,1611
2020-02-27,RJ,52,57,38,45,0,9,9,0,2047,2048,3258,3382
2020-02-27,RN,13,11,6,3,0,9,9,0,265,263,450,405
2020-02-27,RO,3,2,2,1,0,9,9,0,128,127,147,143
2020-02-27,RR,0,1,0,0,0,9,9,0,17,39,52,59
2020-02-27,RS,27,31,25,25,0,9,9,0,1594,1629,1915,1918
2020-02-27,SC,19,11,17,14,0,9,9,0,799,719,926,911
2020-02-27,SE,5,3,4,3,0,9,9,0,244,235,252,264
2020-02-27,SP,159,171,105,115,0,9,9,0,6765,6512,10427,10009
2020-02-27,TO,1,3,0,3,0,9,9,0,72,125,78,137
2020-02-28,AC,1,3,0,2,0,9,9,0,62,58,130,127
2020-02-28,AL,6,8,3,8,0,9,9,0,322,344,340,329
2020-02-28,AM,2,3,2,3,0,9,9,0,142,139,266,250
2020-02-28,AP,1,0,1,1,0,9,9,0,37,51,66,48
2020-02-28,BA,13,20,22,30,0,9,9,0,1377,1227,949,828
2020-02-28,CE,27,21,15,11,0,9,9,1,741,772,1027,1046
2020-02-28,DF,3,8,1,6,0,9,9,0,251,284,468,512
2020-02-28,ES,8,8,4,1,0,9,9,0,402,387,697,689
2020-02-28,GO,20,17,7,10,0,9,9,0,752,793,943,940
2020-02-28,MA,7,6,2,6,0,9,9,0,329,322,318,266
2020-02-28,MG,43,41,35,42,0,9,9,0,2550,2584,3030,3045
2020-02-28,MS,11,6,6,7,0,9,9,0,331,352,497,464
2020-02-28,MT,2,4,2,2,0,9,9,0,123,93,112,131
2020-02-28,PA,7,4,6,6,0,9,9,0,282,357,322,302
2020-02-28,PB,8,11,23,8,0,9,9,0,609,574,638,658
2020-02-28,PE,21,23,19,17,0,9,9,0,1137,1184,1168,1229
2020-02-28,PI,4,4,7,3,0,9,9,0,473,358,341,289
2020-02-28,PR,23,26,18,14,0,9,9,0,1095,1052,1607,1637
2020-02-28,RJ,61,48,40,35,0,9,9,0,2087,2083,3319,3430
2020-02-28,RN,14,12,4,3,0,9,9,0,269,266,464,417
2020-02-28,RO,2,3,0,2,0,9,9,0,128,129,149,146
2020-02-28,RR,1,0,0,0,0,9,9,0,17,39,53,59
2020-02-28,RS,35,26,29,32,0,9,9,0,1623,1661,1950,1944
2020-02-28,SC,14,14,9,15,0,9,9,0,808,734,940,925
2020-02-28,SE,3,6,4,4,0,9,9,0,248,239,255,270
2020-02-28,SP,157,184,117,113,0,9,9,0,6882,6625,10584,10193
2020-02-28,TO,1,3,2,3,0,9,9,0,74,128,79,140
2020-02-29,AC,0,0,0,1,0,9,9,0,62,59,130,127
2020-02-29,AL,0,10,0,9,0,9,9,0,322,353,340,339
2020-02-29,AM,0,5,0,1,0,9,9,0,142,140,266,255
2020-02-29,AP,0,0,0,6,0,9,9,0,37,57,66,48
2020-02-29,BA,0,19,0,22,0,9,9,0,1377,1249,949,847
2020-02-29,CE,0,27,0,22,0,9,9,1,741,794,1027,1073
2020-02-29,DF,0,5,0,2,0,9,9,0,251,286,468,517
2020-02-29,ES,0,16,0,6,0,9,9,0,402,393,697,705
2020-02-29,GO,0,13,0,8,0,9,9,0,752,801,943,953
2020-02-29,MA,0,5,0,4,0,9,9,0,329,326,318,271
2020-02-29,MG,0,46,0,43,0,9,9,0,2550,2627,3030,3091
2020-02-29,MS,0,10,0,4,0,9,9,0,331,356,497,474
2020-02-29,MT,0,4,0,1,0,9,9,0,123,94,112,135
2020-02-29,PA,0,6,0,7,0,9,9,0,282,364,322,308
2020-02-29,PB,0,18,0,11,0,9,9,0,609,585,638,676
2020-02-29,PE,0,24,0,20,0,9,9,0,1137,1204,1168,1253
2020-02-29,PI,0,5,0,9,0,9,9,0,473,367,341,294
2020-02-29,PR,0,34,0,15,0,9,9,0,1095,1067,1607,1671
2020-02-29,RJ,0,49,0,36,0,9,9,0,2087,2119,3319,3479
2020-02-29,RN,0,15,0,10,0,9,9,0,269,276,464,432
2020-02-29,RO,0,6,0,4,0,9,9,0,128,133,149,152
2020-02-29,RR,0,0,0,0,0,9,9,0,17,39,53,59
2020-02-29,RS,0,24,0,35,0,9,9,0,1623,1696,1950,1968
2020-02-29,SC,0,17,0,13,0,9,9,0,808,747,940,942
2020-02-29,SE,0,6,0,3,0,9,9,0,248,242,255,276
2020-02-29,SP,0,195,0,139,0,9,9,0,6882,6764,10584,10388
2020-02-29,TO,0,4,0,1,0,9,9,0,74,129,79,144
2020-03-01,AC,1,4,1,0,0,9,10,0,63,59,131,131
2020-03-01,AL,9,3,6,6,0,9,10,0,328,359,349,342
2020-03-01,AM,2,5,1,1,0,9,10,0,143,141,268,260
2020-03-01,AP,0,1,3,0,0,9,10,0,40,57,66,49
2020-03-01,BA,11,20,23,23,0,9,10,0,1400,1272,960,867
2020-03-01,CE,23,28,10,21,0,9,10,1,751,815,1050,1101
2020-03-01,DF,7,10,4,5,0,9,10,0,255,291,475,527
2020-03-01,ES,20,13,11,14,0,9,10,0,413,407,717,718
2020-03-01,GO,12,21,12,12,0,9,10,0,764,813,955,974
2020-03-01,MA,7,5,6,3,0,9,10,0,335,329,325,276
2020-03-01,MG,52,48,48,33,0,9,10,0,2598,2660,3082,3139
2020-03-01,MS,5,7,8,4,0,9,10,0,339,360,502,481
2020-03-01,MT,2,2,1,1,0,9,10,0,124,95,114,137
2020-03-01,PA,3,5,6,9,0,9,10,0,288,373,325,313
2020-03-01,PB,13,12,6,11,0,9,10,0,615,596,651,688
2020-03-01,PE,14,30,10,26,0,9,10,0,1147,1230,1182,1283
2020-03-01,PI,10,4,5,4,0,9,10,0,478,371,351,298
2020-03-01,PR,20,31,19,11,0,9,10,0,1114,1078,1627,1702
2020-03-01,RJ,53,53,38,27,0,9,10,0,2125,2146,3372,3532
2020-03-01,RN,7,4,3,5,0,9,10,0,272,281,471,436
2020-03-01,RO,1,7,5,3,0,9,10,0,133,136,150,159
2020-03-01,RR,0,3,0,1,0,9,10,0,17,40,53,62
2020-03-01,RS,25,36,29,17,0,9,10,0,1652,1713,1975,2004
2020-03-01,SC,18,18,20,9,0,9,10,0,828,756,958,960
2020-03-01,SE,5,3,4,1,0,9,10,0,252,243,260,279
2020-03-01,SP,175,166,120,135,0,9,10,0,7002,6899,10759,10554
2020-03-01,TO,2,3,3,3,0,9,10,0,77,132,81,147
2020-03-02,AC,3,1,1,2,0,9,10,0,64,61,134,132
2020-03-02,AL,12,9,11,7,0,9,10,0,339,366,361,351
2020-03-02,AM,1,3,0,1,0,9,10,0,143,142,269,263
2020-03-02,AP,3,0,2,1,0,9,10,0,42,58,69,49
2020-03-02,BA,14,18,22,20,0,9,10,0,1422,1292,974,885
2020-03-02,CE,28,25,16,20,0,9,10,1,767,835,1078,1126
2020-03-02,DF,11,10,5,7,0,9,10,0,260,298,486,537
2020-03-02,ES,10,12,7,3,0,9,10,0,420,410,727,730
2020-03-02,GO,14,23,13,12,0,9,10,0,777,825,969,997
2020-03-02,MA,6,8,4,13,0,9,10,0,339,342,331,284
2020-03-02,MG,54,56,38,46,0,9,10,0,2636,2706,3136,3195
2020-03-02,MS,3,7,5,9,0,9,10,0,344,369,505,488
2020-03-02,MT,1,2,4,2,0,9,10,0,128,97,115,139
2020-03-02,PA,6,4,7,12,0,9,10,0,295,385,331,317
2020-03-02,PB,15,15,9,13,0,9,10,0,624,609,666,703
2020-03-02,PE,25,27,22,29,0,9,10,0,1169,1259,1207,1310
2020-03-02,PI,5,4,9,5,0,9,10,0,487,376,356,302
2020-03-02,PR,27,25,22,19,0,9,10,0,1136,1097,1654,1727
2020-03-02,RJ,55,66,28,31,0,9,10,0,2153,2177,3427,3598
2020-03-02,RN,8,13,9,5,0,9,10,0,281,286,479,449
2020-03-02,RO,3,3,1,3,0,9,10,0,134,139,153,162
2020-03-02,RR,1,0,1,2,0,9,10,0,18,42,54,62
2020-03-02,RS,25,38,36,25,0,9,10,0,1688,1738,2000,2042
2020-03-02,SC,18,9,14,16,0,9,10,0,842,772,976,969
2020-03-02,SE,4,9,4,4,0,9,10,0,256,247,264,288
2020-03-02,SP,169,180,100,106,0,9,10,0,7102,7005,10928,10734
2020-03-02,TO,2,2,1,0,0,9,10,0,78,132,83,149
2020-03-03,AC,1,1,1,0,0,10,10,0,65,61,135,133
2020-03-03,AL,4,4,6,6,0,10,10,0,345,372,365,355
2020-03-03,AM,1,7,0,2,0,10,10,0,143,144,270,270
2020-03-03,AP,0,0,1,1,0,10,10,0,43,59,69,49
2020-03-03,BA,13,15,18,26,0,10,10,0,1440,1318,987,900
2020-03-03,CE,22,20,12,13,0,10,10,1,779,848,1100,1146
2020-03-03,DF,8,6,7,4,0,10,10,0,267,302,494,543
2020-03-03,ES,7,8,9,6,0,10,10,0,429,416,734,738
2020-03-03,GO,10,21,10,17,0,10,10,0,787,842,979,1018
2020-03-03,MA,4,3,4,4,0,10,10,0,343,346,335,287
2020-03-03,MG,38,35,49,26,0,10,10,0,2685,2732,3174,3230
2020-03-03,MS,8,10,5,9,0,10,10,0,349,378,513,498
2020-03-03,MT,4,2,4,3,0,10,10,0,132,100,119,141
2020-03-03,PA,5,9,6,11,0,10,10,0,301,396,336,326
2020-03-03,PB,15,8,12,7,0,10,10,0,636,616,681,711
2020-03-03,PE,14,20,16,21,0,10,10,0,1185,1280,1221,1330
2020-03-03,PI,6,6,6,11,0,10,10,0,493,387,362,308
2020-03-03,PR,19,34,10,17,0,10,10,0,1146,1114,1673,1761
